Drug_ID	Drug	Y	Species
"CHEMBL564607"	"O=C(O)c1ccc(-c2ccc(Cl)c(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2)cc1"	99.26	"Rattus norvegicus"
"CHEMBL1689126"	"C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1"	89.05	"Rattus norvegicus"
"CHEMBL1916285"	"Cc1nn(-c2ccccc2)c(NS(=O)(=O)c2cccc(CN3CCOCC3)c2)c1C(=O)N[C@@H](C)C(C)(C)C"	84.0	"Rattus norvegicus"
"CHEMBL2178579"	"O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl"	98.94	"Rattus norvegicus"
"CHEMBL550410"	"O=C(NCc1cccc(F)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1"	97.76	"Rattus norvegicus"
"CHEMBL2180024"	"CC1=NC(c2ccc(F)cc2)(c2cccc(-c3cccnc3)c2)N=C1N"	91.28	"Rattus norvegicus"
"CHEMBL2337977"	"CC(C)(C)NC(=O)NCCN1CC(NC(=O)c2cc(Cl)cc(Cl)c2)C1"	89.91	"Rattus norvegicus"
"CHEMBL1624529"	"NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12"	91.64	"Rattus norvegicus"
"CHEMBL1779512"	"COC[C@@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O"	39.23	"Rattus norvegicus"
"CHEMBL22183"	"Cc1ccc(Sc2ccccc2CN(C)C)c(N)c1"	90.72	"Rattus norvegicus"
"CHEMBL2071491"	"CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc([N+](=O)[O-])cc1"	93.1	"Rattus norvegicus"
"CHEMBL552512"	"O=C(CC1CCCCCC1)Nc1cccc2c(=O)n([C@H]3CCNC3)ccc12"	76.81	"Rattus norvegicus"
"CHEMBL1778628"	"N#Cc1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1"	96.5	"Rattus norvegicus"
"CHEMBL178737"	"O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2"	88.59	"Rattus norvegicus"
"CHEMBL1204759"	"Cc1nn(-c2ccccc2)c(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1C#N"	98.25	"Rattus norvegicus"
"CHEMBL2181927"	"CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2"	99.93	"Rattus norvegicus"
"CHEMBL2181247"	"O=C1COc2nccc(-c3ccccc3F)c2CN1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1"	99.19	"Rattus norvegicus"
"CHEMBL604126"	"Cc1cc(Oc2ncc(C(F)(F)F)cc2Cl)ccc1CC1SC(=O)NC1=O"	99.79	"Rattus norvegicus"
"CHEMBL1743245"	"Cc1ccccc1/N=N/c1ccc(NC(=O)c2ccnn2C)c(C)c1"	99.83	"Rattus norvegicus"
"CHEMBL1232461"	"CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21"	68.63	"Rattus norvegicus"
"CHEMBL7662"	"COc1ccc(Cl)cc1C1(F)C(=O)Nc2cc(C(F)(F)F)ccc21"	99.85	"Rattus norvegicus"
"CHEMBL212432"	"N/C(=N\C(=O)c1nc(Cl)c(N)nc1N)NCCCCc1ccc(OCC(O)CO)cc1"	68.63	"Rattus norvegicus"
"CHEMBL1818295"	"CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(N3CCC(CCO)CC3)nc3ccccc23)CC1"	99.01	"Rattus norvegicus"
"CHEMBL1625921"	"O=C(NC12CC3CC(CC(C3)C1)C2)OCCNC1CCCCC1"	87.11	"Rattus norvegicus"
"CHEMBL1256568"	"O=C(O)CNC(=O)c1ncccc1O"	75.97	"Rattus norvegicus"
"CHEMBL13817"	"CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12"	74.69	"Rattus norvegicus"
"CHEMBL72"	"CNCCCN1c2ccccc2CCc2ccccc21"	81.01	"Rattus norvegicus"
"CHEMBL2158771"	"N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1"	90.32	"Rattus norvegicus"
"CHEMBL2144069"	"Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1"	50.0	"Rattus norvegicus"
"CHEMBL552513"	"O=C(Cc1ccc(F)c(C(F)(F)F)c1)Nc1cccc2c(=O)n([C@@H]3CNC[C@H]3O)ccc12"	90.52	"Rattus norvegicus"
"CHEMBL152640"	"Cc1cc(C)c(C)c(Cn2ccc3c(/C=N/NC(=O)c4ccc(O)c(C#N)c4)cccc32)c1C"	99.68	"Rattus norvegicus"
"CHEMBL219046"	"O=C(O)c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3"	99.86	"Rattus norvegicus"
"CHEMBL562318"	"Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1"	99.83	"Rattus norvegicus"
"CHEMBL93124"	"CNc1ccc(-c2nc3ccc(O)cc3s2)cc1"	98.17	"Rattus norvegicus"
"CHEMBL832"	"O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1"	99.77	"Rattus norvegicus"
"CHEMBL2031221"	"Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O"	89.7	"Rattus norvegicus"
"CHEMBL1917440"	"Cc1c(Sc2ccc(Cl)cc2)c2c(-c3cnccn3)cccc2n1CC(=O)O"	97.6	"Rattus norvegicus"
"CHEMBL2177173"	"CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cnccc4CN4CCCC4)n3)cc2)CC1"	90.12	"Rattus norvegicus"
"CHEMBL463981"	"O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1"	89.05	"Rattus norvegicus"
"CHEMBL126"	"CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1"	22.38	"Rattus norvegicus"
"CHEMBL2158783"	"Cc1c(Cl)ccc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)c1Cl"	76.81	"Rattus norvegicus"
"CHEMBL480558"	"CCC(CC)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1"	90.91	"Rattus norvegicus"
"CHEMBL129198"	"CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1"	77.21	"Rattus norvegicus"
"CHEMBL10188"	"CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1"	99.95	"Rattus norvegicus"
"CHEMBL323776"	"CN(CCNCCc1ccc(O)c2nc(O)sc12)C(=O)CCOCCc1ccccc1"	79.17	"Rattus norvegicus"
"CHEMBL1945044"	"COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1"	84.6	"Rattus norvegicus"
"CHEMBL1254945"	"O=C(c1cccc(N2Cc3cccc(Cl)c3C2=O)c1)N1CCC2(CC1)CCN(c1ccncc1)CC2"	95.82	"Rattus norvegicus"
"CHEMBL560993"	"Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O"	99.64	"Rattus norvegicus"
"CHEMBL96076"	"COc1ccc(CN2CCc3c([nH]c4ccccc34)C2)cc1OC"	95.82	"Rattus norvegicus"
"CHEMBL229430"	"CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)cccc2s1"	99.8	"Rattus norvegicus"
"CHEMBL516203"	"O=C1Nc2nc(-c3c(O)cccc3OCC3CC3)cc([C@@H]3CCCNC3)c2CO1"	87.62	"Rattus norvegicus"
"CHEMBL621"	"O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12"	87.62	"Rattus norvegicus"
"CHEMBL563498"	"N#Cc1c(O)nc(N)nc1-c1ccccc1"	96.34	"Rattus norvegicus"
"CHEMBL1609158"	"CCCC(=O)Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1"	96.42	"Rattus norvegicus"
"CHEMBL457393"	"C[C@H](Nc1ncc(F)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cn1"	96.5	"Rattus norvegicus"
"CHEMBL1256967"	"CC1(C)[C@H](NC(=O)/C(=N\OCc2cc(=O)c(O)cn2O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O"	87.62	"Rattus norvegicus"
"CHEMBL2164043"	"O=C(NCc1ccc(F)c(OC(F)(F)F)c1)C1c2ccccc2C(=O)N1CCc1ncc(F)cn1"	90.12	"Rattus norvegicus"
"CHEMBL2178390"	"Cc1nc(C(C)C)c(C(N)=O)nc1-c1ccc([C@H]2CC[C@H](CC(=O)O)CC2)cc1"	98.81	"Rattus norvegicus"
"CHEMBL1774053"	"C[C@H](Nc1nc(Nc2cc(C3CC3)[nH]n2)c(F)cc1C#N)c1ccc(F)cc1"	99.8	"Rattus norvegicus"
"CHEMBL1938681"	"O=C(c1ccc(-c2ccc(Cl)cc2)o1)N(Cc1ccccn1)c1ccc(N2CCNCC2)cc1"	97.81	"Rattus norvegicus"
"CHEMBL2147221"	"COc1ncc(-c2cccc(C)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1"	94.44	"Rattus norvegicus"
"CHEMBL652"	"O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F"	46.55	"Rattus norvegicus"
"CHEMBL2158438"	"O=c1cc(N2CCOCC2)nc(NCc2cccc(Cl)c2)[nH]1"	95.23	"Rattus norvegicus"
"CHEMBL573"	"O=C(O)c1cccnc1"	45.41	"Rattus norvegicus"
"CHEMBL655"	"Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2"	95.43	"Rattus norvegicus"
"CHEMBL2021721"	"COc1ccc2cc(S(=O)(=O)N[C@H](CC(=O)N[C@H](Cc3ccc(CN4[C@@H](C)CCC[C@H]4C)cc3)C(=O)N(C)C(C)C)c3ccc4c(c3)OCO4)ccc2c1"	95.53	"Rattus norvegicus"
"CHEMBL412142"	"Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1"	95.53	"Rattus norvegicus"
"CHEMBL2335893"	"COCCC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1"	95.53	"Rattus norvegicus"
"CHEMBL1916274"	"Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2-c2ccccc2)cc1"	97.86	"Rattus norvegicus"
"CHEMBL569720"	"Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1"	65.06	"Rattus norvegicus"
"CHEMBL1934413"	"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCC2)cc1"	97.91	"Rattus norvegicus"
"CHEMBL210884"	"COCCOc1nc(N)c2[nH]c(=O)n(Cc3ccccc3)c2n1"	62.4	"Rattus norvegicus"
"CHEMBL1934416"	"COCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1"	86.05	"Rattus norvegicus"
"CHEMBL2158793"	"Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@](C)(Cc3ccc(F)cc3)C(=O)O)CC2)CC1"	55.16	"Rattus norvegicus"
"CHEMBL2021696"	"Cn1c(-c2cc(=O)c(O)c[nH]2)nn(S(=O)(=O)NC(=O)N2C[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c3csc(N)n3)C2=O)c1=O"	98.51	"Rattus norvegicus"
"CHEMBL2164566"	"CCN(CCO)C(=O)c1oc2cccnc2c1-c1cccc(C(F)(F)F)c1"	86.05	"Rattus norvegicus"
"CHEMBL1254771"	"COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N(C)Cc2ccc(C3=NCCN3)cc2)c(C)c1"	74.25	"Rattus norvegicus"
"CHEMBL2316404"	"COc1ccc(NC(=O)c2ccnc3ccccc23)c(C(=O)NCC2CCC2)n1"	99.91	"Rattus norvegicus"
"CHEMBL551170"	"O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl"	98.29	"Rattus norvegicus"
"CHEMBL1689117"	"O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccc(F)cc2)CC1"	91.1	"Rattus norvegicus"
"CHEMBL2110579"	"CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1"	84.0	"Rattus norvegicus"
"CHEMBL2165180"	"O=c1nc(N2CCOCC2)cc(N(CCO)Cc2cccc3ccccc23)[nH]1"	84.9	"Rattus norvegicus"
"CHEMBL2312918"	"CCCN(c1ccon1)P(=O)(c1ccccc1)c1ccccc1"	84.9	"Rattus norvegicus"
"CHEMBL2179276"	"Cc1cn([C@H]2CCCN([C@@H](CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O"	98.4	"Rattus norvegicus"
"CHEMBL556680"	"O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(C[C@H]3CCCN3)ccc12"	84.9	"Rattus norvegicus"
"CHEMBL210730"	"O=C(Nc1nc2ccccc2[nH]1)c1ccccc1"	87.37	"Rattus norvegicus"
"CHEMBL1916024"	"Nc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc(N)c1N1CCOCC1"	88.35	"Rattus norvegicus"
"CHEMBL192"	"CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12"	90.12	"Rattus norvegicus"
"CHEMBL15023"	"O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1"	89.05	"Rattus norvegicus"
"CHEMBL2338400"	"CC(C)(C)NC(=O)NCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1"	69.12	"Rattus norvegicus"
"CHEMBL2316386"	"C[S+]([O-])Cc1ccc(C(=O)Nc2ccc(OCCOCCO)nc2C(=O)NCC2CCC2)c2ccccc12"	96.57	"Rattus norvegicus"
"CHEMBL1916279"	"Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2-c2ccccc2)cc1"	96.65	"Rattus norvegicus"
"CHEMBL1800807"	"COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C"	96.72	"Rattus norvegicus"
"CHEMBL1818294"	"CN(C)CCN1CCN(c2cc(C(=O)NC[C@H]3CC[C@H](CNC(=O)OC(C)(C)C)CC3)c3ccccc3n2)CC1"	94.32	"Rattus norvegicus"
"CHEMBL1689111"	"O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)Cc2ccccc2)CC1"	88.59	"Rattus norvegicus"
"CHEMBL204997"	"N=C(N)c1ccc2[nH]c(-c3n[nH]c(-c4ccccc4)c3O)nc2c1"	88.11	"Rattus norvegicus"
"CHEMBL1934417"	"COCCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1"	72.45	"Rattus norvegicus"
"CHEMBL521096"	"CCOc1cc2ncc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1"	84.9	"Rattus norvegicus"
"CHEMBL1779503"	"O=C(NCCc1ccccc1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl"	96.09	"Rattus norvegicus"
"CHEMBL594671"	"CC(C)[C@H](C(=O)Nc1nccs1)c1ccc(Cl)cc1"	98.94	"Rattus norvegicus"
"CHEMBL105462"	"C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O"	73.81	"Rattus norvegicus"
"CHEMBL518924"	"NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21"	75.55	"Rattus norvegicus"
"CHEMBL475534"	"CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1"	99.23	"Rattus norvegicus"
"CHEMBL2325601"	"Nc1n[nH]cc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl"	99.28	"Rattus norvegicus"
"CHEMBL1957848"	"O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3)ccn12"	89.05	"Rattus norvegicus"
"CHEMBL1496905"	"COc1ccc2c(c1)C(=O)C(=O)N2CC1COc2ccccc2O1"	99.41	"Rattus norvegicus"
"CHEMBL207881"	"O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1"	99.48	"Rattus norvegicus"
"CHEMBL403313"	"CN(C)S(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12"	99.58	"Rattus norvegicus"
"CHEMBL1684954"	"C[C@@H](NC(=O)Cc1ccc(C2CC2)cc1)c1ccc(OCC(F)(F)F)cn1"	99.56	"Rattus norvegicus"
"CHEMBL1213082"	"Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc32)nc2cccc(C)c2c1=O"	75.97	"Rattus norvegicus"
"CHEMBL1621884"	"COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1"	77.62	"Rattus norvegicus"
"CHEMBL2158769"	"N#Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1"	77.62	"Rattus norvegicus"
"CHEMBL2113096"	"Cc1nccn1-c1sc(Nc2cnccn2)nc1-c1cccc(C#N)c1"	95.63	"Rattus norvegicus"
"CHEMBL1924047"	"C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1"	78.01	"Rattus norvegicus"
"CHEMBL115"	"CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O"	78.79	"Rattus norvegicus"
"CHEMBL320876"	"COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O"	78.79	"Rattus norvegicus"
"CHEMBL319111"	"O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1"	89.91	"Rattus norvegicus"
"CHEMBL481212"	"CCOc1cc2ncc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1"	89.27	"Rattus norvegicus"
"CHEMBL1389471"	"Cc1cccc2cc(CN(Cc3ccco3)C(=O)Nc3cccc(C#N)c3)c(Cl)nc12"	99.91	"Rattus norvegicus"
"CHEMBL30054"	"O=C(Cn1c(Cl)cnc(NCC(F)(F)c2ccccn2)c1=O)NCc1ncccc1F"	79.17	"Rattus norvegicus"
"CHEMBL522460"	"Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1"	70.1	"Rattus norvegicus"
"CHEMBL360227"	"CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c2c1cc(C(N)=O)cc2C(F)(F)F"	78.79	"Rattus norvegicus"
"CHEMBL2152918"	"CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(Br)c3)cc1C21N=C(C)C(N)=N1"	93.39	"Rattus norvegicus"
"CHEMBL1939560"	"C[C@H](c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1"	89.91	"Rattus norvegicus"
"CHEMBL1080786"	"N#C[C@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@H]1c1ccccc1"	70.58	"Rattus norvegicus"
"CHEMBL1782167"	"Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)nc1"	91.1	"Rattus norvegicus"
"CHEMBL2164371"	"O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1C1CCOCC1"	86.85	"Rattus norvegicus"
"CHEMBL1213085"	"Cc1ccccc1-n1c(Cn2nc(-c3ccc(O)c(F)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O"	96.87	"Rattus norvegicus"
"CHEMBL2325636"	"Nc1cc(-c2cc(C(F)(F)F)ccc2Oc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2Cl)ccn1"	99.65	"Rattus norvegicus"
"CHEMBL1916289"	"Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1C(=O)N[C@@H](C)C(C)(C)C"	97.07	"Rattus norvegicus"
"CHEMBL1972466"	"Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1"	95.33	"Rattus norvegicus"
"CHEMBL509973"	"CC(NC(=O)c1cc2ccccc2[nH]1)c1ccccc1"	96.34	"Rattus norvegicus"
"CHEMBL260091"	"C[C@@H](O)[C@H](NC(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1)C(=O)NO"	93.67	"Rattus norvegicus"
"CHEMBL2312933"	"CCCN(c1cccnc1)P(=O)(c1ccccc1)c1ccccc1"	84.9	"Rattus norvegicus"
"CHEMBL339053"	"O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCC(Cn2cncn2)(C2CCCCC2)CC1)[C@H]1Cc2ccccc2CN1"	99.48	"Rattus norvegicus"
"CHEMBL2151320"	"Cc1cc(-n2cnc3ccc(N[C@@H](C)c4ncc(F)cn4)nc32)n[nH]1"	51.73	"Rattus norvegicus"
"CHEMBL235789"	"O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CCNCC2)ccc1Cl"	93.8	"Rattus norvegicus"
"CHEMBL81"	"O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12"	99.5	"Rattus norvegicus"
"CHEMBL517140"	"CNC(=O)c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1"	47.7	"Rattus norvegicus"
"CHEMBL1835918"	"Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1"	95.12	"Rattus norvegicus"
"CHEMBL570273"	"Cc1nc(C(F)(F)F)ccc1C(=O)Nc1ccc(Cl)c(-c2nc3ccccc3[nH]2)c1"	90.52	"Rattus norvegicus"
"CHEMBL601719"	"C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl"	95.53	"Rattus norvegicus"
"CHEMBL1934422"	"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCOCC2)cc1"	83.37	"Rattus norvegicus"
"CHEMBL2074773"	"OCCNC(=S)NCc1cccc(Cl)c1F"	84.0	"Rattus norvegicus"
"CHEMBL165330"	"CC(O)(C(=O)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)C(F)(F)F"	84.9	"Rattus norvegicus"
"CHEMBL2011109"	"CC(=O)N1CCN(c2nc(NCC(C)c3ccc(Cl)cc3)c3c(n2)C(=O)N(C(C)C)C3)CC1"	85.77	"Rattus norvegicus"
"CHEMBL1416617"	"Cc1nn(-c2ccccc2)c(N)c1-c1ccccc1"	95.43	"Rattus norvegicus"
"CHEMBL837"	"CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC"	90.52	"Rattus norvegicus"
"CHEMBL2216859"	"CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1"	96.42	"Rattus norvegicus"
"CHEMBL1934266"	"CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c1ccc(C)cc1"	91.1	"Rattus norvegicus"
"CHEMBL1724416"	"Cc1ccc(S(=O)(=O)Nc2ccc3nc(C)oc3c2)cc1"	94.9	"Rattus norvegicus"
"CHEMBL510780"	"c1ccc2c(c1)CCC[C@H]2Nc1nc2ccccc2[nH]1"	95.63	"Rattus norvegicus"
"CHEMBL2071507"	"CC(C)C(NC(=O)c1cc(Cl)ccc1C(F)(F)F)C(=O)c1ccc(C#N)cc1"	95.72	"Rattus norvegicus"
"CHEMBL1916283"	"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1"	96.26	"Rattus norvegicus"
"CHEMBL1934415"	"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCCCC2)cc1"	96.34	"Rattus norvegicus"
"CHEMBL2324355"	"Cc1nocc1C(=O)Nc1ccc(-c2ccccc2OC(F)(F)F)c(N)n1"	96.34	"Rattus norvegicus"
"CHEMBL8809"	"CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC"	44.27	"Rattus norvegicus"
"CHEMBL2069403"	"Cc1nn(-c2ccccc2)nc1C(=O)N[C@@H]1COc2cccc(N3CCN(C)CC3)c2C1"	96.17	"Rattus norvegicus"
"CHEMBL148674"	"CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccc2n1Cc1ccccc1"	92.32	"Rattus norvegicus"
"CHEMBL402831"	"Cc1nc(-c2c(F)cc(Cl)cc2-c2cnc([C@@H](C)NC(=O)[C@@](C)(O)C(F)(F)F)c(F)c2)no1"	96.42	"Rattus norvegicus"
"CHEMBL1778623"	"CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1"	98.21	"Rattus norvegicus"
"CHEMBL71"	"CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21"	98.29	"Rattus norvegicus"
"CHEMBL110999"	"CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2nc(O)sc12"	75.97	"Rattus norvegicus"
"CHEMBL2103840"	"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12"	82.39	"Rattus norvegicus"
"CHEMBL193240"	"O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1"	98.86	"Rattus norvegicus"
"CHEMBL1957841"	"O=c1cc(N2CCOCC2)nc2n(Cc3cccc4ccccc34)ccn12"	95.23	"Rattus norvegicus"
"CHEMBL2147569"	"C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CC[C@@]2(O)CCc1ccc(F)cc1C(N)=O"	99.54	"Rattus norvegicus"
